date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:10:23	84460/84460	---M-Z	200	added ('OK')	text/html	etag:%22149ec-58606a4f607ca-gzip%22	http://webdesign-finder.com/html/canabicom/index_singlepage.html	D:/Medical/medical/webdesign-finder.com/html/canabicom/index_singlepage.html	(from http://webdesign-finder.com/html/canabicom/index.html)
13:10:24	50290/50290	---M-Z	200	added ('OK')	text/html	etag:%22c472-58606a526acef-gzip%22	http://webdesign-finder.com/html/canabicom/about.html	D:/Medical/medical/webdesign-finder.com/html/canabicom/about.html	(from http://webdesign-finder.com/html/canabicom/index.html)
13:10:24	35024/35024	---M-Z	200	added ('OK')	text/html	etag:%2288d0-58606a4f636aa-gzip%22	http://webdesign-finder.com/html/canabicom/pricing.html	D:/Medical/medical/webdesign-finder.com/html/canabicom/pricing.html	(from http://webdesign-finder.com/html/canabicom/index.html)
13:10:24	42725/42725	---M-Z	200	added ('OK')	text/html	etag:%22a6e5-58606a504500b-gzip%22	http://webdesign-finder.com/html/canabicom/shortcodes_iconbox.html	D:/Medical/medical/webdesign-finder.com/html/canabicom/shortcodes_iconbox.html	(from http://webdesign-finder.com/html/canabicom/index.html)
13:10:24	41774/41774	---M-Z	200	added ('OK')	text/html	etag:%22a32e-58606a507f98c-gzip%22	http://webdesign-finder.com/html/canabicom/shortcodes_typography.html	D:/Medical/medical/webdesign-finder.com/html/canabicom/shortcodes_typography.html	(from http://webdesign-finder.com/html/canabicom/index.html)
13:10:25	62436/62436	---M-Z	200	added ('OK')	text/html	etag:%22f3e4-58606a5045fab-gzip%22	http://webdesign-finder.com/html/canabicom/shortcodes_buttons.html	D:/Medical/medical/webdesign-finder.com/html/canabicom/shortcodes_buttons.html	(from http://webdesign-finder.com/html/canabicom/index.html)
13:10:25	40924/40924	---M-Z	200	added ('OK')	text/html	etag:%229fdc-58606a505f5ec-gzip%22	http://webdesign-finder.com/html/canabicom/shortcodes_pricing.html	D:/Medical/medical/webdesign-finder.com/html/canabicom/shortcodes_pricing.html	(from http://webdesign-finder.com/html/canabicom/index.html)
13:10:26	38848/38848	---M-Z	200	added ('OK')	text/html	etag:%2297c0-58606a50653ac-gzip%22	http://webdesign-finder.com/html/canabicom/shortcodes_progress.html	D:/Medical/medical/webdesign-finder.com/html/canabicom/shortcodes_progress.html	(from http://webdesign-finder.com/html/canabicom/index.html)
13:10:26	40139/40139	---M-Z	200	added ('OK')	text/html	etag:%229ccb-58606a507bb0c-gzip%22	http://webdesign-finder.com/html/canabicom/shortcodes_tabs.html	D:/Medical/medical/webdesign-finder.com/html/canabicom/shortcodes_tabs.html	(from http://webdesign-finder.com/html/canabicom/index.html)
13:10:27	39572/39572	---M-Z	200	added ('OK')	text/html	etag:%229a94-58606a503c36b-gzip%22	http://webdesign-finder.com/html/canabicom/shortcodes_bootstrap.html	D:/Medical/medical/webdesign-finder.com/html/canabicom/shortcodes_bootstrap.html	(from http://webdesign-finder.com/html/canabicom/index.html)
13:10:27	48790/48790	---M-Z	200	added ('OK')	text/html	etag:%22be96-58606a50365ab-gzip%22	http://webdesign-finder.com/html/canabicom/shortcodes_animation.html	D:/Medical/medical/webdesign-finder.com/html/canabicom/shortcodes_animation.html	(from http://webdesign-finder.com/html/canabicom/index.html)
13:10:28	58369/58369	---M-Z	200	added ('OK')	text/html	etag:%22e401-58606a5099f6c-gzip%22	http://webdesign-finder.com/html/canabicom/shortcodes_widgets_default.html	D:/Medical/medical/webdesign-finder.com/html/canabicom/shortcodes_widgets_default.html	(from http://webdesign-finder.com/html/canabicom/index.html)
13:10:28	62831/62831	---M-Z	200	added ('OK')	text/html	etag:%22f56f-58606a50b648c-gzip%22	http://webdesign-finder.com/html/canabicom/shortcodes_widgets_shop.html	D:/Medical/medical/webdesign-finder.com/html/canabicom/shortcodes_widgets_shop.html	(from http://webdesign-finder.com/html/canabicom/index.html)
13:10:28	58345/58345	---M-Z	200	added ('OK')	text/html	etag:%22e3e9-58606a509708c-gzip%22	http://webdesign-finder.com/html/canabicom/shortcodes_widgets_custom.html	D:/Medical/medical/webdesign-finder.com/html/canabicom/shortcodes_widgets_custom.html	(from http://webdesign-finder.com/html/canabicom/index.html)
13:10:28	35716/35716	---M-Z	200	added ('OK')	text/html	etag:%228b84-58606a4f8d68a-gzip%22	http://webdesign-finder.com/html/canabicom/services.html	D:/Medical/medical/webdesign-finder.com/html/canabicom/services.html	(from http://webdesign-finder.com/html/canabicom/index.html)
13:10:28	35712/35712	---M-Z	200	added ('OK')	text/html	etag:%228b80-58606a4f8e62a-gzip%22	http://webdesign-finder.com/html/canabicom/services2.html	D:/Medical/medical/webdesign-finder.com/html/canabicom/services2.html	(from http://webdesign-finder.com/html/canabicom/index.html)
13:10:29	35278/35278	---M-Z	200	added ('OK')	text/html	etag:%2289ce-58606a4f9344a-gzip%22	http://webdesign-finder.com/html/canabicom/service-single.html	D:/Medical/medical/webdesign-finder.com/html/canabicom/service-single.html	(from http://webdesign-finder.com/html/canabicom/index.html)
13:10:29	38208/38208	---M-Z	200	added ('OK')	text/html	etag:%229540-58606a4e82ce9-gzip%22	http://webdesign-finder.com/html/canabicom/gallery-image.html	D:/Medical/medical/webdesign-finder.com/html/canabicom/gallery-image.html	(from http://webdesign-finder.com/html/canabicom/index.html)
13:10:29	38246/38246	---M-Z	200	added ('OK')	text/html	etag:%229566-58606a4e89a49-gzip%22	http://webdesign-finder.com/html/canabicom/gallery-image-2-cols.html	D:/Medical/medical/webdesign-finder.com/html/canabicom/gallery-image-2-cols.html	(from http://webdesign-finder.com/html/canabicom/index.html)
13:10:29	38276/38276	---M-Z	200	added ('OK')	text/html	etag:%229584-58606a4e9a3e9-gzip%22	http://webdesign-finder.com/html/canabicom/gallery-image-4-cols-fullwidth.html	D:/Medical/medical/webdesign-finder.com/html/canabicom/gallery-image-4-cols-fullwidth.html	(from http://webdesign-finder.com/html/canabicom/index.html)
13:10:30	37505/37505	---M-Z	200	added ('OK')	text/html	etag:%229281-58606a4eba789-gzip%22	http://webdesign-finder.com/html/canabicom/gallery-title.html	D:/Medical/medical/webdesign-finder.com/html/canabicom/gallery-title.html	(from http://webdesign-finder.com/html/canabicom/index.html)
13:10:30	37525/37525	---M-Z	200	added ('OK')	text/html	etag:%229295-58606a4ebe609-gzip%22	http://webdesign-finder.com/html/canabicom/gallery-title-2-cols.html	D:/Medical/medical/webdesign-finder.com/html/canabicom/gallery-title-2-cols.html	(from http://webdesign-finder.com/html/canabicom/index.html)
13:10:32	37576/37576	---M-Z	200	added ('OK')	text/html	etag:%2292c8-58606a4ed5d09-gzip%22	http://webdesign-finder.com/html/canabicom/gallery-title-4-cols-fullwidth.html	D:/Medical/medical/webdesign-finder.com/html/canabicom/gallery-title-4-cols-fullwidth.html	(from http://webdesign-finder.com/html/canabicom/index.html)
13:10:32	37448/37448	---M-Z	200	added ('OK')	text/html	etag:%229248-58606a4e6e4c9-gzip%22	http://webdesign-finder.com/html/canabicom/gallery-excerpt.html	D:/Medical/medical/webdesign-finder.com/html/canabicom/gallery-excerpt.html	(from http://webdesign-finder.com/html/canabicom/index.html)
13:10:34	37468/37468	---M-Z	200	added ('OK')	text/html	etag:%22925c-58606a4e7cf29-gzip%22	http://webdesign-finder.com/html/canabicom/gallery-excerpt-2-cols.html	D:/Medical/medical/webdesign-finder.com/html/canabicom/gallery-excerpt-2-cols.html	(from http://webdesign-finder.com/html/canabicom/index.html)
13:10:34	37474/37474	---M-Z	200	added ('OK')	text/html	etag:%229262-58606a4e7cf29-gzip%22	http://webdesign-finder.com/html/canabicom/gallery-excerpt-4-cols-fullwidth.html	D:/Medical/medical/webdesign-finder.com/html/canabicom/gallery-excerpt-4-cols-fullwidth.html	(from http://webdesign-finder.com/html/canabicom/index.html)
13:10:34	33928/33928	---M-Z	200	added ('OK')	text/html	etag:%228488-58606a4ea3089-gzip%22	http://webdesign-finder.com/html/canabicom/gallery-single.html	D:/Medical/medical/webdesign-finder.com/html/canabicom/gallery-single.html	(from http://webdesign-finder.com/html/canabicom/index.html)
13:10:35	37666/37666	---M-Z	200	added ('OK')	text/html	etag:%229322-58606a4eb1ae9-gzip%22	http://webdesign-finder.com/html/canabicom/gallery-single2.html	D:/Medical/medical/webdesign-finder.com/html/canabicom/gallery-single2.html	(from http://webdesign-finder.com/html/canabicom/index.html)
13:10:35	37340/37340	---M-Z	200	added ('OK')	text/html	etag:%2291dc-58606a50c200c-gzip%22	http://webdesign-finder.com/html/canabicom/team.html	D:/Medical/medical/webdesign-finder.com/html/canabicom/team.html	(from http://webdesign-finder.com/html/canabicom/index.html)
13:10:36	38084/38084	---M-Z	200	added ('OK')	text/html	etag:%2294c4-58606a50cacac-gzip%22	http://webdesign-finder.com/html/canabicom/team-single.html	D:/Medical/medical/webdesign-finder.com/html/canabicom/team-single.html	(from http://webdesign-finder.com/html/canabicom/index.html)
13:10:36	56380/56380	---M-Z	200	added ('OK')	text/html	etag:%22dc3c-58606a4e11868-gzip%22	http://webdesign-finder.com/html/canabicom/faq.html	D:/Medical/medical/webdesign-finder.com/html/canabicom/faq.html	(from http://webdesign-finder.com/html/canabicom/index.html)
13:10:37	41015/41015	---M-Z	200	added ('OK')	text/html	etag:%22a037-58606a4e1b4a8-gzip%22	http://webdesign-finder.com/html/canabicom/faq2.html	D:/Medical/medical/webdesign-finder.com/html/canabicom/faq2.html	(from http://webdesign-finder.com/html/canabicom/index.html)
13:10:37	24876/24876	---M-Z	200	added ('OK')	text/html	etag:%22612c-58606a5bfef5e-gzip%22	http://webdesign-finder.com/html/canabicom/404.html	D:/Medical/medical/webdesign-finder.com/html/canabicom/404.html	(from http://webdesign-finder.com/html/canabicom/index.html)
13:10:37	34411/34411	---M-Z	200	added ('OK')	text/html	etag:%22866b-58606a4ee4769-gzip%22	http://webdesign-finder.com/html/canabicom/header1.html	D:/Medical/medical/webdesign-finder.com/html/canabicom/header1.html	(from http://webdesign-finder.com/html/canabicom/index.html)
13:10:37	34647/34647	---M-Z	200	added ('OK')	text/html	etag:%228757-58606a4eef349-gzip%22	http://webdesign-finder.com/html/canabicom/header2.html	D:/Medical/medical/webdesign-finder.com/html/canabicom/header2.html	(from http://webdesign-finder.com/html/canabicom/index.html)
13:10:38	31480/31480	---M-Z	200	added ('OK')	text/html	etag:%227af8-58606a4ef7049-gzip%22	http://webdesign-finder.com/html/canabicom/header3.html	D:/Medical/medical/webdesign-finder.com/html/canabicom/header3.html	(from http://webdesign-finder.com/html/canabicom/index.html)
13:10:38	33467/33467	---M-Z	200	added ('OK')	text/html	etag:%2282bb-58606a4ef7049-gzip%22	http://webdesign-finder.com/html/canabicom/header4.html	D:/Medical/medical/webdesign-finder.com/html/canabicom/header4.html	(from http://webdesign-finder.com/html/canabicom/index.html)
13:10:38	34805/34805	---M-Z	200	added ('OK')	text/html	etag:%2287f5-58606a4ef7fe9-gzip%22	http://webdesign-finder.com/html/canabicom/header5.html	D:/Medical/medical/webdesign-finder.com/html/canabicom/header5.html	(from http://webdesign-finder.com/html/canabicom/index.html)
13:10:38	33831/33831	---M-Z	200	added ('OK')	text/html	etag:%228427-58606a4f0898a-gzip%22	http://webdesign-finder.com/html/canabicom/header6.html	D:/Medical/medical/webdesign-finder.com/html/canabicom/header6.html	(from http://webdesign-finder.com/html/canabicom/index.html)
13:10:39	33534/33534	---M-Z	200	added ('OK')	text/html	etag:%2282fe-58606a4f1838a-gzip%22	http://webdesign-finder.com/html/canabicom/header-side.html	D:/Medical/medical/webdesign-finder.com/html/canabicom/header-side.html	(from http://webdesign-finder.com/html/canabicom/index.html)
13:10:39	33566/33566	---M-Z	200	added ('OK')	text/html	etag:%22831e-58606a4f23f0a-gzip%22	http://webdesign-finder.com/html/canabicom/header-side-right.html	D:/Medical/medical/webdesign-finder.com/html/canabicom/header-side-right.html	(from http://webdesign-finder.com/html/canabicom/index.html)
13:10:39	33559/33559	---M-Z	200	added ('OK')	text/html	etag:%228317-58606a4f2bc0a-gzip%22	http://webdesign-finder.com/html/canabicom/header-side-slide.html	D:/Medical/medical/webdesign-finder.com/html/canabicom/header-side-slide.html	(from http://webdesign-finder.com/html/canabicom/index.html)
13:10:40	33589/33589	---M-Z	200	added ('OK')	text/html	etag:%228335-58606a4f2cbaa-gzip%22	http://webdesign-finder.com/html/canabicom/header-side-slide-right.html	D:/Medical/medical/webdesign-finder.com/html/canabicom/header-side-slide-right.html	(from http://webdesign-finder.com/html/canabicom/index.html)
13:10:40	33602/33602	---M-Z	200	added ('OK')	text/html	etag:%228342-58606a4f2db4a-gzip%22	http://webdesign-finder.com/html/canabicom/header-side-sticked.html	D:/Medical/medical/webdesign-finder.com/html/canabicom/header-side-sticked.html	(from http://webdesign-finder.com/html/canabicom/index.html)
13:10:40	33632/33632	---M-Z	200	added ('OK')	text/html	etag:%228360-58606a4f3c5aa-gzip%22	http://webdesign-finder.com/html/canabicom/header-side-sticked-right.html	D:/Medical/medical/webdesign-finder.com/html/canabicom/header-side-sticked-right.html	(from http://webdesign-finder.com/html/canabicom/index.html)
13:10:41	34419/34419	---M-Z	200	added ('OK')	text/html	etag:%228673-58606a50cfacc-gzip%22	http://webdesign-finder.com/html/canabicom/title1.html	D:/Medical/medical/webdesign-finder.com/html/canabicom/title1.html	(from http://webdesign-finder.com/html/canabicom/index.html)
13:10:41	34503/34503	---M-Z	200	added ('OK')	text/html	etag:%2286c7-58606a50e046c-gzip%22	http://webdesign-finder.com/html/canabicom/title2.html	D:/Medical/medical/webdesign-finder.com/html/canabicom/title2.html	(from http://webdesign-finder.com/html/canabicom/index.html)
13:10:41	34513/34513	---M-Z	200	added ('OK')	text/html	etag:%2286d1-58606a50e71cd-gzip%22	http://webdesign-finder.com/html/canabicom/title3.html	D:/Medical/medical/webdesign-finder.com/html/canabicom/title3.html	(from http://webdesign-finder.com/html/canabicom/index.html)
13:10:41	34385/34385	---M-Z	200	added ('OK')	text/html	etag:%228651-58606a50edf2d-gzip%22	http://webdesign-finder.com/html/canabicom/title4.html	D:/Medical/medical/webdesign-finder.com/html/canabicom/title4.html	(from http://webdesign-finder.com/html/canabicom/index.html)
13:10:42	34381/34381	---M-Z	200	added ('OK')	text/html	etag:%22864d-58606a50f9aad-gzip%22	http://webdesign-finder.com/html/canabicom/title5.html	D:/Medical/medical/webdesign-finder.com/html/canabicom/title5.html	(from http://webdesign-finder.com/html/canabicom/index.html)
13:10:43	34389/34389	---M-Z	200	added ('OK')	text/html	etag:%228655-58606a510756d-gzip%22	http://webdesign-finder.com/html/canabicom/title6.html	D:/Medical/medical/webdesign-finder.com/html/canabicom/title6.html	(from http://webdesign-finder.com/html/canabicom/index.html)
13:10:46	34433/34433	---M-Z	200	added ('OK')	text/html	etag:%228681-58606a4e3a8a8-gzip%22	http://webdesign-finder.com/html/canabicom/footer1.html	D:/Medical/medical/webdesign-finder.com/html/canabicom/footer1.html	(from http://webdesign-finder.com/html/canabicom/index.html)
13:10:47	34433/34433	---M-Z	200	added ('OK')	text/html	etag:%228681-58606a4e3a8a8-gzip%22	http://webdesign-finder.com/html/canabicom/footer2.html	D:/Medical/medical/webdesign-finder.com/html/canabicom/footer2.html	(from http://webdesign-finder.com/html/canabicom/index.html)
13:10:47	34063/34063	---M-Z	200	added ('OK')	text/html	etag:%22850f-58606a4e3b848-gzip%22	http://webdesign-finder.com/html/canabicom/footer3.html	D:/Medical/medical/webdesign-finder.com/html/canabicom/footer3.html	(from http://webdesign-finder.com/html/canabicom/index.html)
13:10:49	35048/35048	---M-Z	200	added ('OK')	text/html	etag:%2288e8-58606a4e49308-gzip%22	http://webdesign-finder.com/html/canabicom/footer4.html	D:/Medical/medical/webdesign-finder.com/html/canabicom/footer4.html	(from http://webdesign-finder.com/html/canabicom/index.html)
13:10:49	36818/36818	---M-Z	200	added ('OK')	text/html	etag:%228fd2-58606a4e50068-gzip%22	http://webdesign-finder.com/html/canabicom/footer5.html	D:/Medical/medical/webdesign-finder.com/html/canabicom/footer5.html	(from http://webdesign-finder.com/html/canabicom/index.html)
13:10:50	31904/31904	---M-Z	200	added ('OK')	text/html	etag:%227ca0-58606a4e65828-gzip%22	http://webdesign-finder.com/html/canabicom/footer6.html	D:/Medical/medical/webdesign-finder.com/html/canabicom/footer6.html	(from http://webdesign-finder.com/html/canabicom/index.html)
13:10:50	34427/34427	---M-Z	200	added ('OK')	text/html	etag:%22867b-58606a4dcb368-gzip%22	http://webdesign-finder.com/html/canabicom/copyright1.html	D:/Medical/medical/webdesign-finder.com/html/canabicom/copyright1.html	(from http://webdesign-finder.com/html/canabicom/index.html)
13:10:51	34871/34871	---M-Z	200	added ('OK')	text/html	etag:%228837-58606a4de3a08-gzip%22	http://webdesign-finder.com/html/canabicom/copyright2.html	D:/Medical/medical/webdesign-finder.com/html/canabicom/copyright2.html	(from http://webdesign-finder.com/html/canabicom/index.html)
13:10:51	35070/35070	---M-Z	200	added ('OK')	text/html	etag:%2288fe-58606a4e00ec8-gzip%22	http://webdesign-finder.com/html/canabicom/copyright3.html	D:/Medical/medical/webdesign-finder.com/html/canabicom/copyright3.html	(from http://webdesign-finder.com/html/canabicom/index.html)
13:10:51	35157/35157	---M-Z	200	added ('OK')	text/html	etag:%228955-58606a4dfff28-gzip%22	http://webdesign-finder.com/html/canabicom/copyright4.html	D:/Medical/medical/webdesign-finder.com/html/canabicom/copyright4.html	(from http://webdesign-finder.com/html/canabicom/index.html)
13:10:51	34663/34663	---M-Z	200	added ('OK')	text/html	etag:%228767-58606a4e01e68-gzip%22	http://webdesign-finder.com/html/canabicom/copyright5.html	D:/Medical/medical/webdesign-finder.com/html/canabicom/copyright5.html	(from http://webdesign-finder.com/html/canabicom/index.html)
13:10:52	34888/34888	---M-Z	200	added ('OK')	text/html	etag:%228848-58606a4e02e08-gzip%22	http://webdesign-finder.com/html/canabicom/copyright6.html	D:/Medical/medical/webdesign-finder.com/html/canabicom/copyright6.html	(from http://webdesign-finder.com/html/canabicom/index.html)
13:10:52	52156/52156	---M-Z	200	added ('OK')	text/html	etag:%22cbbc-58606a4d938c7-gzip%22	http://webdesign-finder.com/html/canabicom/blog-right.html	D:/Medical/medical/webdesign-finder.com/html/canabicom/blog-right.html	(from http://webdesign-finder.com/html/canabicom/index.html)
13:10:52	52150/52150	---M-Z	200	added ('OK')	text/html	etag:%22cbb6-58606a4d8fa47-gzip%22	http://webdesign-finder.com/html/canabicom/blog-left.html	D:/Medical/medical/webdesign-finder.com/html/canabicom/blog-left.html	(from http://webdesign-finder.com/html/canabicom/index.html)
13:10:52	48109/48109	---M-Z	200	added ('OK')	text/html	etag:%22bbed-58606a4dd1128-gzip%22	http://webdesign-finder.com/html/canabicom/blog-full.html	D:/Medical/medical/webdesign-finder.com/html/canabicom/blog-full.html	(from http://webdesign-finder.com/html/canabicom/index.html)
13:10:52	50834/50834	---M-Z	200	added ('OK')	text/html	etag:%22c692-58606a5264f2f-gzip%22	http://webdesign-finder.com/html/canabicom/blog-single-right.html	D:/Medical/medical/webdesign-finder.com/html/canabicom/blog-single-right.html	(from http://webdesign-finder.com/html/canabicom/index.html)
13:10:53	50862/50862	---M-Z	200	added ('OK')	text/html	etag:%22c6ae-58606a4d938c7-gzip%22	http://webdesign-finder.com/html/canabicom/blog-single-left.html	D:/Medical/medical/webdesign-finder.com/html/canabicom/blog-single-left.html	(from http://webdesign-finder.com/html/canabicom/index.html)
13:10:54	46827/46827	---M-Z	200	added ('OK')	text/html	etag:%22b6eb-58606a4d698e7-gzip%22	http://webdesign-finder.com/html/canabicom/blog-single-full.html	D:/Medical/medical/webdesign-finder.com/html/canabicom/blog-single-full.html	(from http://webdesign-finder.com/html/canabicom/index.html)
13:10:55	50842/50842	---M-Z	200	added ('OK')	text/html	etag:%22c69a-58606a502e8ab-gzip%22	http://webdesign-finder.com/html/canabicom/shop-right.html	D:/Medical/medical/webdesign-finder.com/html/canabicom/shop-right.html	(from http://webdesign-finder.com/html/canabicom/index.html)
13:10:55	33967/33967	---M-Z	200	added ('OK')	text/html	etag:%2284af-58606a4fa1eaa-gzip%22	http://webdesign-finder.com/html/canabicom/shop-account-dashboard.html	D:/Medical/medical/webdesign-finder.com/html/canabicom/shop-account-dashboard.html	(from http://webdesign-finder.com/html/canabicom/index.html)
13:10:55	36432/36432	---M-Z	200	added ('OK')	text/html	etag:%228e50-58606a4fc224b-gzip%22	http://webdesign-finder.com/html/canabicom/shop-account-details.html	D:/Medical/medical/webdesign-finder.com/html/canabicom/shop-account-details.html	(from http://webdesign-finder.com/html/canabicom/index.html)
13:10:55	34709/34709	---M-Z	200	added ('OK')	text/html	etag:%228795-58606a4f9c0ea-gzip%22	http://webdesign-finder.com/html/canabicom/shop-account-addresses.html	D:/Medical/medical/webdesign-finder.com/html/canabicom/shop-account-addresses.html	(from http://webdesign-finder.com/html/canabicom/index.html)
13:10:56	52340/52340	---M-Z	200	added ('OK')	text/html	etag:%22cc74-58606a4f9d08a-gzip%22	http://webdesign-finder.com/html/canabicom/shop-account-address-edit.html	D:/Medical/medical/webdesign-finder.com/html/canabicom/shop-account-address-edit.html	(from http://webdesign-finder.com/html/canabicom/index.html)
13:10:56	37356/37356	---M-Z	200	added ('OK')	text/html	etag:%2291ec-58606a4fd2beb-gzip%22	http://webdesign-finder.com/html/canabicom/shop-account-orders.html	D:/Medical/medical/webdesign-finder.com/html/canabicom/shop-account-orders.html	(from http://webdesign-finder.com/html/canabicom/index.html)
13:10:56	37152/37152	---M-Z	200	added ('OK')	text/html	etag:%229120-58606a4fd6a6b-gzip%22	http://webdesign-finder.com/html/canabicom/shop-account-order-single.html	D:/Medical/medical/webdesign-finder.com/html/canabicom/shop-account-order-single.html	(from http://webdesign-finder.com/html/canabicom/index.html)
13:10:57	36399/36399	---M-Z	200	added ('OK')	text/html	etag:%228e2f-58606a4fc800b-gzip%22	http://webdesign-finder.com/html/canabicom/shop-account-downloads.html	D:/Medical/medical/webdesign-finder.com/html/canabicom/shop-account-downloads.html	(from http://webdesign-finder.com/html/canabicom/index.html)
13:10:57	32998/32998	---M-Z	200	added ('OK')	text/html	etag:%2280e6-58606a4ff6e0b-gzip%22	http://webdesign-finder.com/html/canabicom/shop-account-password-reset.html	D:/Medical/medical/webdesign-finder.com/html/canabicom/shop-account-password-reset.html	(from http://webdesign-finder.com/html/canabicom/index.html)
